# gmm-acc-stats-ali exp/tri3b/5.mdl "ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split8/5/utt2spk scp:data/train/split8/5/cmvn.scp scp:data/train/split8/5/feats.scp ark:- | splice-feats  ark:- ark:- | transform-feats exp/tri2b_ali/final.mat ark:- ark:- | transform-feats --utt2spk=ark:data/train/split8/5/utt2spk ark:exp/tri3b/trans.5 ark:- ark:- |" "ark,s,cs:gunzip -c exp/tri3b/ali.5.gz|" exp/tri3b/5.5.acc 
# Started at Tue May  7 16:05:28 KST 2019
#
gmm-acc-stats-ali exp/tri3b/5.mdl 'ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split8/5/utt2spk scp:data/train/split8/5/cmvn.scp scp:data/train/split8/5/feats.scp ark:- | splice-feats  ark:- ark:- | transform-feats exp/tri2b_ali/final.mat ark:- ark:- | transform-feats --utt2spk=ark:data/train/split8/5/utt2spk ark:exp/tri3b/trans.5 ark:- ark:- |' 'ark,s,cs:gunzip -c exp/tri3b/ali.5.gz|' exp/tri3b/5.5.acc 
apply-cmvn --utt2spk=ark:data/train/split8/5/utt2spk scp:data/train/split8/5/cmvn.scp scp:data/train/split8/5/feats.scp ark:- 
splice-feats ark:- ark:- 
transform-feats exp/tri2b_ali/final.mat ark:- ark:- 
transform-feats --utt2spk=ark:data/train/split8/5/utt2spk ark:exp/tri3b/trans.5 ark:- ark:- 
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 50 utterances; for utterance s01m3ssghz01-20150804-Korean-cps01050 avg. like is -51.2308 over 128 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5750 utterances; for utterance s031fss3phj00-20150804-Korean-set031055 avg. like is -50.4401 over 708 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5800 utterances; for utterance s031fss3phj00-20150804-Korean-set031105 avg. like is -53.7399 over 668 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5850 utterances; for utterance s031fss3phj00-20150804-KoreanbabbleSNR10-set031050 avg. like is -49.4117 over 548 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5900 utterances; for utterance s031fss3phj00-20150804-KoreanbabbleSNR10-set031100 avg. like is -49.9014 over 398 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5950 utterances; for utterance s031m2sjh00-20150804-Korean-set031045 avg. like is -55.854 over 385 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6000 utterances; for utterance s031m2sjh00-20150804-Korean-set031095 avg. like is -56.3469 over 299 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6050 utterances; for utterance s031m2sjh00-20150804-Koreanfactory2SNR10-set031040 avg. like is -45.9604 over 619 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6100 utterances; for utterance s031m2sjh00-20150804-Koreanfactory2SNR10-set031090 avg. like is -47.9498 over 338 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6150 utterances; for utterance s031m2sjh00_r-20150804-Korean-set031035 avg. like is -57.1786 over 584 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6200 utterances; for utterance s031m2sjh00_r-20150804-Korean-set031085 avg. like is -55.4857 over 331 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6250 utterances; for utterance s031m2sjh00_r-20150804-KoreanwhiteSNR10-set031030 avg. like is -42.9032 over 392 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6300 utterances; for utterance s031m2sjh00_r-20150804-KoreanwhiteSNR10-set031080 avg. like is -45.7661 over 336 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6350 utterances; for utterance s031mss2ljk00-20150804-Korean-set031025 avg. like is -50.529 over 658 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6400 utterances; for utterance s031mss2ljk00-20150804-Korean-set031075 avg. like is -53.8407 over 948 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6450 utterances; for utterance s031mss2ljk00-20150804-KoreanwhiteSNR10-set031020 avg. like is -43.4645 over 838 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6500 utterances; for utterance s031mss2ljk00-20150804-KoreanwhiteSNR10-set031070 avg. like is -42.6973 over 478 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6550 utterances; for utterance s032fss3yhj00-20150804-Korean-set032015 avg. like is -54.9482 over 848 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6600 utterances; for utterance s032fss3yhj00-20150804-Korean-set032065 avg. like is -53.5736 over 548 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6650 utterances; for utterance s032fss3yhj00-20150804-KoreanpinkSNR10-set032010 avg. like is -42.6582 over 958 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6700 utterances; for utterance s032fss3yhj00-20150804-KoreanpinkSNR10-set032060 avg. like is -42.4785 over 658 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6750 utterances; for utterance s032m2kyc00-20150804-Korean-set032005 avg. like is -57.8108 over 1254 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6800 utterances; for utterance s032m2kyc00-20150804-Korean-set032055 avg. like is -58.5488 over 1003 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6850 utterances; for utterance s032m2kyc00-20150804-Korean-set032105 avg. like is -58.2107 over 377 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6900 utterances; for utterance s032m2kyc00-20150804-KoreanwhiteSNR10-set032050 avg. like is -46.4961 over 335 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6950 utterances; for utterance s032m2kyc00-20150804-KoreanwhiteSNR10-set032100 avg. like is -46.6824 over 253 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7000 utterances; for utterance s032m2kyc00_r-20150804-Korean-set032045 avg. like is -52.4767 over 725 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7050 utterances; for utterance s032m2kyc00_r-20150804-Korean-set032095 avg. like is -52.3029 over 323 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7100 utterances; for utterance s032m2kyc00_r-20150804-Koreanleopard1SNR10-set032040 avg. like is -51.0235 over 621 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7150 utterances; for utterance s032m2kyc00_r-20150804-Koreanleopard1SNR10-set032090 avg. like is -49.4444 over 328 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7200 utterances; for utterance s032mcc3kss01-20150804-Korean-set032035 avg. like is -48.1861 over 608 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7250 utterances; for utterance s032mcc3kss01-20150804-Korean-set032085 avg. like is -49.7538 over 618 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7300 utterances; for utterance s033fjr4sdj01-20150804-Korean-set033030 avg. like is -50.7177 over 538 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7350 utterances; for utterance s033fjr4sdj01-20150804-Korean-set033080 avg. like is -54.4808 over 678 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7400 utterances; for utterance s033fjr4sdj01-20150804-Koreanfactory2SNR10-set033025 avg. like is -42.9596 over 568 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7450 utterances; for utterance s033fjr4sdj01-20150804-Koreanfactory2SNR10-set033075 avg. like is -41.7622 over 488 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7500 utterances; for utterance s033m2kdh00-20150804-Korean-set033020 avg. like is -52.4904 over 420 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7550 utterances; for utterance s033m2kdh00-20150804-Korean-set033070 avg. like is -55.2345 over 348 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7600 utterances; for utterance s033m2kdh00-20150804-KoreancarSNR10-set033015 avg. like is -47.5526 over 413 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7650 utterances; for utterance s033m2kdh00-20150804-KoreancarSNR10-set033065 avg. like is -45.4524 over 327 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7700 utterances; for utterance s033m2kdh00_r-20150804-Korean-set033010 avg. like is -53.8221 over 710 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7750 utterances; for utterance s033m2kdh00_r-20150804-Korean-set033060 avg. like is -52.55 over 319 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7800 utterances; for utterance s033m2kdh00_r-20150804-KoreancarSNR10-set033005 avg. like is -51.4939 over 1167 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7850 utterances; for utterance s033m2kdh00_r-20150804-KoreancarSNR10-set033055 avg. like is -49.4827 over 377 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7900 utterances; for utterance s033m2kdh00_r-20150804-KoreancarSNR10-set033105 avg. like is -50.9436 over 504 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7950 utterances; for utterance s033mss2kks00-20150804-Korean-set033050 avg. like is -51.5972 over 608 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8000 utterances; for utterance s033mss2kks00-20150804-Korean-set033100 avg. like is -52.3104 over 838 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8050 utterances; for utterance s033mss2kks00-20150804-KoreanwhiteSNR10-set033045 avg. like is -42.6376 over 538 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8100 utterances; for utterance s033mss2kks00-20150804-KoreanwhiteSNR10-set033095 avg. like is -42.9948 over 678 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8150 utterances; for utterance s034fjr2ksy04-20150804-Korean-set034040 avg. like is -48.712 over 638 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8200 utterances; for utterance s034fjr2ksy04-20150804-Korean-set034090 avg. like is -49.8882 over 768 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8250 utterances; for utterance s034fjr2ksy04-20150804-KoreanleopardSNR10-set034035 avg. like is -48.884 over 558 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8300 utterances; for utterance s034fjr2ksy04-20150804-KoreanleopardSNR10-set034085 avg. like is -44.2019 over 458 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8350 utterances; for utterance s034m2kmj00-20150804-Korean-set034030 avg. like is -50.7552 over 390 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8400 utterances; for utterance s034m2kmj00-20150804-Korean-set034080 avg. like is -59.567 over 715 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8450 utterances; for utterance s034m2kmj00-20150804-KoreandestroyeropsSNR10-set034024 avg. like is -47.3064 over 481 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8500 utterances; for utterance s034m2kmj00-20150804-KoreandestroyeropsSNR10-set034074 avg. like is -47.231 over 427 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8550 utterances; for utterance s034m2kmj00_r-20150804-Korean-set034018 avg. like is -57.1777 over 373 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8600 utterances; for utterance s034m2kmj00_r-20150804-Korean-set034068 avg. like is -54.5395 over 598 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8650 utterances; for utterance s034m2kmj00_r-20150804-Koreanfactory2SNR10-set034012 avg. like is -47.9052 over 891 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8700 utterances; for utterance s034m2kmj00_r-20150804-Koreanfactory2SNR10-set034062 avg. like is -46.9699 over 634 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8750 utterances; for utterance s034mcc3ksy00-20150804-Korean-set034006 avg. like is -52.0476 over 958 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8800 utterances; for utterance s034mcc3ksy00-20150804-Korean-set034056 avg. like is -49.5623 over 498 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8850 utterances; for utterance s034mcc3ksy00-20150804-Koreanleopard2SNR10-set034001 avg. like is -49.9351 over 768 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8900 utterances; for utterance s034mcc3ksy00-20150804-Koreanleopard2SNR10-set034051 avg. like is -43.654 over 448 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8950 utterances; for utterance s034mcc3ksy00-20150804-Koreanleopard2SNR10-set034101 avg. like is -45.2828 over 538 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9000 utterances; for utterance s035fss2cmh01-20150804-Korean-set035046 avg. like is -49.9925 over 498 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9050 utterances; for utterance s035fss2cmh01-20150804-Korean-set035096 avg. like is -48.0973 over 538 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9100 utterances; for utterance s035fss2cmh01-20150804-Koreanleopard2SNR10-set035041 avg. like is -45.4424 over 848 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9150 utterances; for utterance s035fss2cmh01-20150804-Koreanleopard2SNR10-set035091 avg. like is -46.5718 over 878 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9200 utterances; for utterance s035m2psh00-20150804-Korean-set035036 avg. like is -57.0878 over 379 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9250 utterances; for utterance s035m2psh00-20150804-Korean-set035086 avg. like is -54.0107 over 367 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9300 utterances; for utterance s035m2psh00-20150804-KoreanbabbleSNR10-set035030 avg. like is -50.3671 over 523 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9350 utterances; for utterance s035m2psh00-20150804-KoreanbabbleSNR10-set035080 avg. like is -48.8966 over 781 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9400 utterances; for utterance s035m2psh00_r-20150804-Korean-set035024 avg. like is -55.8023 over 365 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9450 utterances; for utterance s035m2psh00_r-20150804-Korean-set035074 avg. like is -52.5034 over 300 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9500 utterances; for utterance s035m2psh00_r-20150804-KoreanwhiteSNR10-set035018 avg. like is -45.1331 over 283 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9550 utterances; for utterance s035m2psh00_r-20150804-KoreanwhiteSNR10-set035068 avg. like is -45.9178 over 479 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9600 utterances; for utterance s035mss5pks00-20150804-Korean-set035012 avg. like is -53.7514 over 1118 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9650 utterances; for utterance s035mss5pks00-20150804-Korean-set035062 avg. like is -49.6875 over 518 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9700 utterances; for utterance s035mss5pks00-20150804-Koreanleopard2SNR10-set035007 avg. like is -47.3261 over 1208 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9750 utterances; for utterance s035mss5pks00-20150804-Koreanleopard2SNR10-set035057 avg. like is -43.5979 over 1028 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9800 utterances; for utterance s036fcc3kyj00-20150804-Korean-set036002 avg. like is -50.5435 over 758 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9850 utterances; for utterance s036fcc3kyj00-20150804-Korean-set036052 avg. like is -46.1903 over 688 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9900 utterances; for utterance s036fcc3kyj00-20150804-Korean-set036102 avg. like is -49.7032 over 1088 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9950 utterances; for utterance s036fcc3kyj00-20150804-KoreanvolvoSNR10-set036047 avg. like is -46.369 over 958 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10000 utterances; for utterance s036fcc3kyj00-20150804-KoreanvolvoSNR10-set036097 avg. like is -45.5914 over 748 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10050 utterances; for utterance s036m2lkw00-20150804-Korean-set036042 avg. like is -53.9461 over 288 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10100 utterances; for utterance s036m2lkw00-20150804-Korean-set036092 avg. like is -55.1419 over 381 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10150 utterances; for utterance s036m2lkw00-20150804-KoreanpinkSNR10-set036037 avg. like is -44.1468 over 521 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10200 utterances; for utterance s036m2lkw00-20150804-KoreanpinkSNR10-set036087 avg. like is -43.0869 over 363 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10250 utterances; for utterance s036m2lkw00_r-20150804-Korean-set036032 avg. like is -51.0024 over 334 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10300 utterances; for utterance s036m2lkw00_r-20150804-Korean-set036082 avg. like is -52.8183 over 504 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10350 utterances; for utterance s036m2lkw00_r-20150804-Koreancar1SNR10-set036027 avg. like is -46.3287 over 379 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10400 utterances; for utterance s036m2lkw00_r-20150804-Koreancar1SNR10-set036077 avg. like is -47.3033 over 424 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10450 utterances; for utterance s036mcc2mhg00-20150804-Korean-set036022 avg. like is -49.5954 over 608 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10500 utterances; for utterance s036mcc2mhg00-20150804-Korean-set036072 avg. like is -50.6745 over 778 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10550 utterances; for utterance s036mcc2mhg00-20150804-KoreanwhiteSNR10-set036017 avg. like is -43.6598 over 678 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10600 utterances; for utterance s036mcc2mhg00-20150804-KoreanwhiteSNR10-set036067 avg. like is -43.6669 over 878 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10650 utterances; for utterance s037fjr2ybl00-20150804-Korean-set037012 avg. like is -50.1854 over 798 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10700 utterances; for utterance s037fjr2ybl00-20150804-Korean-set037062 avg. like is -52.0439 over 778 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10750 utterances; for utterance s037fjr2ybl00-20150804-KoreanvolvoSNR10-set037007 avg. like is -46.117 over 778 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10800 utterances; for utterance s037fjr2ybl00-20150804-KoreanvolvoSNR10-set037057 avg. like is -43.2649 over 588 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10850 utterances; for utterance s037m2nhc00_r-20150804-Korean-set037002 avg. like is -53.6354 over 513 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10900 utterances; for utterance s037m2nhc00_r-20150804-Korean-set037052 avg. like is -52.8916 over 317 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10950 utterances; for utterance s037m2nhc00_r-20150804-Korean-set037102 avg. like is -53.5969 over 324 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11000 utterances; for utterance s037m2nhc00_r-20150804-KoreancarSNR10-set037047 avg. like is -50.3333 over 255 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11050 utterances; for utterance s037m2nhc00_r-20150804-KoreancarSNR10-set037097 avg. like is -49.8258 over 270 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11100 utterances; for utterance s037mss5kjw00-20150804-Korean-set037042 avg. like is -50.9668 over 828 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11150 utterances; for utterance s037mss5kjw00-20150804-Korean-set037092 avg. like is -42.6164 over 588 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11200 utterances; for utterance s037mss5kjw00-20150804-KoreanleopardSNR10-set037037 avg. like is -41.972 over 498 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11250 utterances; for utterance s037mss5kjw00-20150804-KoreanleopardSNR10-set037087 avg. like is -42.3978 over 688 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11300 utterances; for utterance s038fss3rhk00-20150804-Korean-set038032 avg. like is -46.7559 over 588 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11350 utterances; for utterance s038fss3rhk00-20150804-Korean-set038082 avg. like is -43.6444 over 488 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11400 utterances; for utterance s038m2kts00_r-20150804-Korean-set038027 avg. like is -54.1972 over 335 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11450 utterances; for utterance s038m2kts00_r-20150804-Korean-set038077 avg. like is -56.799 over 523 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11500 utterances; for utterance s038m2kts00_r-20150804-KoreanpinkSNR10-set038022 avg. like is -45.98 over 641 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11550 utterances; for utterance s038m2kts00_r-20150804-KoreanpinkSNR10-set038072 avg. like is -45.5986 over 294 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11600 utterances; for utterance s038mjr5ccs00-20150804-Korean-set038017 avg. like is -46.497 over 798 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11650 utterances; for utterance s038mjr5ccs00-20150804-Korean-set038067 avg. like is -46.0824 over 778 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11700 utterances; for utterance s038mjr5ccs00-20150804-KoreanvolvoSNR10-set038012 avg. like is -47.9649 over 1188 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11750 utterances; for utterance s038mjr5ccs00-20150804-KoreanvolvoSNR10-set038062 avg. like is -44.414 over 698 frames.
